"wahyu.supangkat.58","Pilih mana Patuh sama aturan Allah,atau patuh aturan pemerintah? Yang bingung jawab, imannya apa kabar?","Radikal-2"
"wahyu.supangkat.58","Kalo ngaku NU tapi menolak khilafah,itu berarti JAHIL Pernyataan yg kontradiktif.Secara nggak langsung dia menolak pernyataannya sendiri.","Radikal-2"
"@felixsiauw","yang Muslim nggak akan berpura-pura liberal untuk mencapai tujuannya | tapi banyak orang liberal berpura-pura Muslim demi tujuannya","Radikal-2"
"@fauzanshbn","Rezim ini jelas mati hatinya! Rezim yang anti ulama Rezim mukidi","Radikal-2"
"@fauzanshbn","Bila rezim dzolim maka lawan, bukan dengan bugot melainkan dengan pemikiran dan perlihatkanlah ke ummat bobroknya sistem saat ini","Radikal-2"
"@bajigurceleng","Yg bunuh diti itu kalo ga salah cebong batak kafir","Radikal-2"
"jihad.y.jihad","Jika anda tidak percaya dg kebenaran Al-Qur'an, maka larangan memilih pemimpin Kafir tersebut bukan untuk anda. Ok!","Radikal-2"
"100008310197479","Hari ibu itu budaya orang kafir dalam islam kita harus berbakti kepada orang tua tiap hari tanpa mengenal waktu","Radikal-2"
"@Muhamma37029013","AYO UMMAT ISLAM INDONESIA BERGERAK Mendata WNA CHINA KOMUNIS yg bekerja di sekitar kita.","Radikal-2"
"@icazayn","Ayo Indonesia, umat Muslim, bangkit semuanya! Cukup 5 tahun ini saja kita menderita karena dia. Sadarlah kalian bahwa semua yg dibelakang jokowi itu kafir, dan jokowi memang bonekanya megawati!","Radikal-2"
"@weiteitei","kalian kafir semua, gak ada yang mau SEDEKAH tiket","Radikal-2"
"@Firman_Asaku","Kafir brengsek...dia yg berbuat dia yg lempar tanggung jawab ke semua org Indonesia...mana nih @jokowi","Radikal-2"
"@TUSRIADI4","Astagfirullah..!!! Ini semua kesalahan Pemerintah yg benar2 DUNGU dan tdk Membela Rakyat Kecil. Kmna tuh @DivHumas_Polri Argo..??? Coba jelaskan di depan awak media...BRENGSEK BENER2 KAFIR.","Radikal-2"
"@mrameershah","MUNAFIQ, PENYOKONG LGBT, LIBERAL, LAWAN ULAMAK, KAFIR","Radikal-2"
"@kamaru_rio","Kafir lawan islam. Mulai menunjukan perang nya hayo islam jng pilih partai yg penuh kezoliman","Radikal-2"
"@Gussumbogo","Itu hak ente mau setuju atau tidak dgn HTI. dan HTI pun tdk memaksakan orang untuk setuju dgn mereka. HTI hanya membawa misi dakwah menyatukan dunia Islam dibawah naungan Khilafah. Memahamkan umat Islam bahwa Khilafah ajaran Islam.","Radikal-3"
"wahyu.supangkat.58","Saksikanlah, Saya Pejuang Khilafah #KamiTidakTakut","Radikal-3"
"wahyu.supangkat.58","Sebentar,alasan hakim menolak gugatan hti adalah karena HTI berdakwah dengan prinsip Khilafah Islamiyah? Apa yang salah dengan khilafah? Apa ini bukan termasuk penodaan syariat islam?","Radikal-3"
"wahyu.supangkat.58","Wahai segenap kaum muslimin. Mari bersatu melawan kedzaliman. Lihatlah ajaran kita berkali2 dihina. Dan untuk kesekian kalinya hal itu terjadi lagi. Khilafah yang merupakan ajaran islam dianggap sebagai ideologi sesat. Apakah kita akan diam dengan hinaan ini?","Radikal-3"
"wahyu.supangkat.58","Para pengemban dakwah,suatu hari akan tiba dimana perjuangan kita telah sampai pada masanya. Kemudian disaat itu akan ada kenangan2 dimana kita dulu pernah bersusah payah memperjuangkannya. Dan lihatlah tanpa sadar air matamu menetes haru Kala ingat masa2 perjuangan itu.","Radikal-3"
"wahyu.supangkat.58","JEJAK DIGITAL Bahwa HTI mencintai negri ini,menolak segala kedzoliman,menolak segala pengaruh buruk dari asing dan masih banyak Itu semua demi apa,demi negri indonesia ini lepas dari neoliberalisme","Radikal-3"
"@Arul_Ju","salah satu alasannya orang2 menolak khilafah adalah karna takut hukum islam seperti razam di terapkan. dan yang takut adalah orang2 sering melakukan maksiat, seperti zinah. jadi saya membandingkan efek dari hukum islam jika di terapkan dan efek dari hukum demokrasi sekarang.","Radikal-3"
"@ISID_Media","Kami telah melihat pergai anak muda Indonesia, dan mereka sangat antusias sekali dalam mengikuti latihan ISIS","Radikal-3"
"@IsisJogja","Jadikan ISIS sebagai satu-satunya jalur untuk merebut ketangguhan Islam di Bumi ini, khususnya INDONESIA. ALLOHUAKBAR!!","Radikal-3"
"@IsisJogja","Mari lawan rasa takut untuk bergabung. Buka mata, buka pikiran, masa emas umat Islam di tangan kita semua.","Radikal-3"
"@IsisJogja","Mari bersatu untuk membentuk kekuatan terbesar umat Islam, membentuk negara Islam yang terkuat di Bumi ini.","Radikal-3"
"@IsisJogja","#ISIS #Indonesia #Jogja kini telah terbentuk. Mari rapatkan barisan, untuk rebut kemenangan umat #Islam di dunia ini! Allohuakbar!!","Radikal-3"
"@santoTtc","Tidak ada islam radikal... tapi syari'at islam adalah harga mati bagi setiap muslim","Radikal-3"
"@bapake_jahid","HTI selalu mengedepankan berbagai solusi mendasar multi-problem di Indonesia yang digali dari dalil-dalil syariah.","Radikal-3"
"@fauzanshbn","Penyebab nya cuma 1 yaitu tidak diterapkannya syariat Allah secara kaffah. #HTIBelaIslam #HTILanjutkanPerjuangan #IndonesiaMilikAllah","Radikal-3"
"@fauzanshbn","Maksiat tumbuh pesat karena ada perundang undangan yang mengatur lokalisasi, syariat Allah di langgar demi syahwat jabatan semata... Sudah lah muslim tidak akan ikut hegemoni sistem demokrasi kufur! #LawanPenguasaZalim #IndonesiaMilikAllah","Radikal-3"
"@Hafidz_AR1924","Begitulah Hizbut Tahrir mengajarkan kepada para aktivisnya. Keluhuran akhlak. Keterikatan dan ketaatan kepada hukum Allah. #HTILanjutkanPerjuangan #KhilafahAjaranIslam #KhilafahSelamatkanIndonesia #HTIdiHati","Radikal-3"
"@kusmansadik","Salah satu tujuan syari'at Islam adalah memelihara jiwa manusia: dengan menetapkan sanksi hukuman mati bagi orang yg telah membunuh tanpa hak dan menjadikan hikmah dari hukuman itu adalah untuk memelihara kehidupan.","Radikal-3"
"@kusmansadik","HTI harus melakukan perlawanan hukum atas segala putusan PTUN tersebut, ketidakadilan terhadap ormas Islam wajib diungkap.","Radikal-3"
"@Intel_FPI","Dear sahabat para pejuang yang ikhlas berikut ini adalah denah lokasi acara Deklarasi Akbar Relawan Nasional","Radikal-3"
"@kusmansadik","Perlu dicatat, melarang dan mengkriminalisasi salah satu ajaran Islam sama halnya dengan melarang dan mengrkiminalisasi Islam secara keseluruhan.","Radikal-3"
"@AAFikri1924","Dukungan umat yang terus membesar terhadap perjuangan penegakkan kembali syariah dan Khilafah, baik terbuka maupun tersembunyi. ","Radikal-3"
"@3_Terakhir","Ayo bersatu dalam dakwah, bersama ummat tegakkan khilafah. ","Radikal-3"
"@santoTtc","Semoga di tempatkan di jannah wahai para mujahid... insha Allah saya akan meneruskan perjuangan islam","Radikal-4"
"@CumaSiBudi","Laskar! Ada orang mesum! Ayo Jihad! Takbir!","Radikal-4"
"@JGudhel_dotcom","Cari sampai dapat. Pator ini sdh membunyikan genderang Perang. Menghina Islam terang2an. Pator bangsat itu... Lu jual kita borong. Ayo jihad","Radikal-4"
"@Muslim_Bersatu1","AYO MUSLIM BERGERAK KE JAKARTA ! TELAH TIBA WAKTUNYA ! LINDUNGI JAKARTA DARI PENGACAU !! JIHAD 194'... JIHAD 194'...JIHAD 194'...!!! #Ruh212","Radikal-4"
"@bah_ikam","Hari senin pagi ini kesempatan jihad melawan kemungkaran Allah SWT bukakan ayo saudaraku TTW kan #BoikotInulDaratista","Radikal-4"
"@FionaSoleha","Seruan JIHAD ! Ayo Ukhti , andil KITA ditunggu untuk arahkan Umat Islam ...","Radikal-4"
"@LaskarCyberMus1","Mari buka mata lebar ... Terjadi dihari & tempat yg sama Dgn wajah keadilan yg berbeda Maka layaklah #2019GantiPresiden Menuju Indonesia Berkeadilan","Radikal-4"
"@fauzanshbn","Sebab jalan perjuangan itu berat. Tak semua orang mau untuk memilih jalan ini. Amar ma'ruf nahi mungkar pasti dimusuhi oleh para durjana","Radikal-4"
"@fadhilatul_adha","SubhanAllah jihad ke jalan Allah. Takbir!","Radikal-4"
"@ACTforHumanity","Sahabat, mari bersama turut berjihad","Radikal-4"
"@Hasrul19098414","Anakku, jika ujung dari kehidupan ini adalah kematian, maka pastikan dirimu mati sebagai pejuang. Pastikan dirimu menjadi salah satu martir perjuangan. Karena syahid di jalan Allah itu jauh lebih baik.","Radikal-4"
"@AAFikri1924","Wahai para pejuang Khilafah.. Kita telah bersumpah dihadapan Allah bhw kita adalah penjaga islam sejati. Kita tak akan pernah berhenti dari perjuangan ini hingga kita Syahid didalamnya dan berdiri dihadapan Allah sbg "ghoziNya". Takbiiir!!Allahu Akbar","Radikal-4"
"@AAFikri1924","Memilih jalan perjuangan Islam. Adalah memilih jalan belukar.","Radikal-4"
"@AAFikri1924","Apapun keputusan hari ini, HTI lah pemenang sesungguhnya. Teruslah bergerak dan lanjutkan perjuangan... menangkan hati dan pikiran umat bagi tegaknya islam dalam naungan Khilafah. Allahu Akbar.","Radikal-4"
"@CyberKholid","Syahid itu membela agama Islam.. Membela tegaknya syariat dan Khilafah.. Bukan mati demi negara thogut nasionalisme demokrasi.. Seperti orang-orang munafik densus dan Brimob..","Radikal-4"
"@Hilmi28","Ayo Ummat Islam semua, kita jaga Ulama kita dari serangan Orang-orang "GILA". Sungguh kehilangan ulama hanif adalah musibah besar bagi Ummat !","Radikal-4"
"@Alfatih99331817","kaum Muslimin itu ibarat lebah, jika kalian ganggu maka siap2 kalian akan kena sengat","Radikal-4"
"@bachtiarnasir","Berislam sampai MATI, MATI bersama Islam, Ini harga MATI.","Radikal-4"
"@aisyahputri112","Bela Islam, Tegakan Ghirah","Radikal-4"
"@ACTforHumanity","Sahabat, mari bersama turut berjihad","Radikal-4"
"@Dr_sofanansor","Mari berjuang bung, bila kita lebih mementingkan urusan keduniaan dengan meninggalkan jihad fi sabilillah,  maka Allah swt akan menimpakan kehinaan baik di dunia dan di akhirat.","Radikal-4"
"@fadzniSazali","Wahai anak muda mari sahut seruan jihad","Radikal-4"
"@FMDKIPusat","_Meski bom terus berjatuhan,_ _Menghancurkan rumah,mesjid,sekolah,rumah sakit,_ _Tapi semangat jihad kami TIDAK AKAN PERNAH MATI, ALLAAAAAHU AKBAR!!!_","Radikal-4"
"@ryan_apr24","Selamat hari pahlawan, mari korbankan semangat jihad fi sabilillah.. Jangan takut akan kematian, mati itu pasti, tp mati dijalan Allah itu pilihan..","Radikal-4"
"@kokoseta46","NKRI harga mati,kita rela mati tuk jihad djlan Allah,masa kita kalah dg hawa nafsu? Mari bertaubat,sucikan hti","Radikal-4"
"@kokoseta46","Mari kita lawan kedoliman tegakan keadilan yg sudah nyata di dpan mata. Alloh huak bar mari jihad jangan takut mati di jallan alloh...","Radikal-4"
"@neng_AIREN1407","Mari serukan Jihad . Hidup mulia atau mati syahid ... dimana posisi mu di situlah akhirmu","Radikal-4"
"@bangoeden1","Inilah tanda-tanda NKRI yg sudah mau mati, akankah kita biari, mari bangkit berdiri, tegakkan jihad fisabili.","Radikal-4"
"@dhiangarsuta","Weee mari perang jihad broo? :d RT @BTriswastiko: Setidaknya saya sudah berjuang mati-mati an .","Radikal-4"
"@nuramiraay99","mari jihad fi sabilillah dan mati syahid","Radikal-4"
"@AufSazol","DIN AL-HAQQ HARUS DITEGAKKAN DENGAN JIHAD FI SABILILLAH MENGIKUTI SUNNAH RASULULLAH SAW TAK ADA CARA LAIN. MARI BERSATU TEGAKKAN KHILAFAH ISLAM","Radikal-4"
"@AufSazol","KOMANDEMEN TERTINGGI INTRUKSIKAN KOMANDEMEN WILAYAH-1 DEKLARASI KAN PROKLAMASI NEGARA KHILAFAH ISLAM AD DAULATUL ISLAMIYAH MELAYU","Radikal-4"
"@GunRomli","Selama ini HTI haramkan demokrasi bahkan menyebutnya sbg nidzamul kufr (sistem kafir), pemilu, konsep Trias politica (pembagian tiga kekuasaan: legislatif, yudikatif, eksekutif) produk2 hukum, kebijakan, hingga parpol2nya semua haram","Radikal-4"
"@Gussumbogo","Daging mahal.. makan keong sawah. Beras mahal.. ditawar. Memberantas kemiskinan.. Kalajengking?? Bagaimana menurut sahabat tentang solusi-solusi yang diberikan Pemerintah saat ini? Apakah cukup menyelesaikan masalah?","Netral"
"@Detikcom","Ada kumpulan meme lucu nih yang menggambarkan kehidupan sehari-hari kita. Melihatnya bikin senyum-senyum sendiri.","Netral"
"@Detikcom","Mungkin nggak banyak yang tau nih, kalau pramugari punya kode rahasia untuk menyebut penumpang berpenampilan menarik. Kode yang kayak gimana ya?","Netral"
"@Detikcom","Leo, hayo katanya mau ngirit? Hati-hati ya kalau menuruti ajakan teman, jangan sampai mengganggu keuangan kamu.","Netral"
"@Detikcom","Dahnil Anzar meminta Polri melakukan evaluasi menyeluruh terkait tragedi pemberontakan napi di Rutan cabang Salemba di Mako Brimob.","Netral"
"@Detikcom","Yuk! Lihat Proses Pembuatan Arang Batok Kelapa","Netral"
"@Detikcom","Sudhamek, Dulu Dipandang Sebelah Mata Kini Jadi Orang Terkaya RI","Netral"
"@Detikcom","Sambut Royal Wedding Gerai Donat Ini Perkenalkan 'Royal Love Donut'","Netral"
"@Detikcom","Viral, Kebaikan Hati Dosen Fisika yang Mengajar Sambil Gendong Bayi","Netral"
"@Detikcom","Pengguna Xiaomi Mi Mix 2S Segera Bisa Icip Android P","Netral"
"@Detikcom","dan dijadikan-Nya kamu kuat dengan pertolongan-Nya dan diberi-Nya kamu rezeki dari yang baik-baik agar kamu bersyukur (8:26)","Netral"
"@Detikcom","Sebaik-baik kamu siapa yang mempelajari Al-Quran dan mengajarkannya (kepada orang lain. [Riwayat Muslim]","Netral"
"@Detikcom","Dan ini (Al Quran) memberi peringatan kepada orang-orang yg zalim dan memberi kabar gembira kepada orang-orang yg berbuat baik (46:12)","Netral"
"@Detikcom","Allah hanya menerima amalan yang ikhlas. (Ibnu Katsir)","Netral"
"@Detikcom","Barangsiapa menyenangi amalan kebaikannya & menyedihkan (bersedih dengan) keburukannya maka dia adalah seorang mukmin. (HR Al Hakim)","Netral"
"@Detikcom","Sesungguhnya Allah hanya menerima amalan dari orang yang bertaqwa. [QS. Al Maidah: 27]","Netral"
"@Detikcom","Rois Aam terpilih berdoa menutup proses muktamar dgn berdoa.","Netral"
"@Detikcom","Dan inilah jalan Tuhanmu yang lurus. Sungguh telah kami jelaskan ayat-ayat bagi orang-orang yang mau mengambil pelajaran. (QS 6 : 126)","Netral"
"@Detikcom","Di bulan Ramadhan, pahala solat sunnah menjadi pahala solat wajib. Sedang pahala solat wajib dilipat gandakan","Netral"
"@Detikcom","sekecil apapun bentuk amal baik yg dilakukan pada bulan ramadhan. Akan dicatat sebagai bekal kita kelak di akhirat","Netral"
"@Detikcom","Hai orang-orang yang beriman, taatilah Allah dan taatilah Rasul (Nya), dan ulil amri di antara kamu. (4:59)","Netral"
"@Detikcom","Dan barangsiapa yang memelihara kehidupan seorang manusia, maka seolah-olah dia telah memelihara kehidupan manusia semuanya. (5:32)","Netral"
"@Detikcom","Allah Pelindung orang-orang yang beriman; Dia mengeluarkan mereka dari kegelapan (keingkaran) kepada cahaya (iman). (2:257)","Netral"
"@Detikcom","Jusraga bakal menemui CNN Detik Transvision di babak final Invitasi Bola Basket Antar Media Nasional","Netral"
"@Detikcom","Stroberi di tempat ini memiliki dengan kadar gula, aroma, dan kilauan kelas satu. Pernah coba?","Netral"
"@Detikcom","Kamu sudah cukup dewasa untuk memakan burger ini?","Netral"
"@Detikcom","Pengembangan smart city harus berorientasi pada kepentingan masyarakat.","Netral"
"@Detikcom","Lima hari menjelang Ramadhan, harga bahan pokok terus meningkat di Polewali Mandar","Netral"
"@Detikcom","Inggris tengah melakukan audit pada Facebook terkait skandal Cambridge Analytica. Sampai proses ini selesai, Kominfo tak mau gegabah ambil tindakan.","Netral"
"@Detikcom","Made Deya Suraswati dari kampus Binus Jakarta, secara meyakinkan sukses merebut gelar juara setelah menekuk wakil kampus pendatang baru Zhinatul Wida","Netral"
"@Detikcom","Rekaman yang diambil penumpang di dalam pesawat menunjukkan ruang kabin dipenuhi asap.","Netral"
"@Detikcom","Mau ikut tes CPNS 2018? Simak dulu tips tes kesehatannya agar kamu lulus.","Netral"
